property_type,place_with_parent_names,region,lat-lon,area_m2,price_usd
apartment,|Brasil|Minas Gerais|Belo Horizonte|,Southeast,"-19.945261,-43.945995",120.0,"$268,364.22"
apartment,|Brasil|Minas Gerais|Belo Horizonte|Cidade Jardim|,Southeast,"-19.950899,-43.95536",115.0,"$274,605.25"
apartment,|Brasil|Minas Gerais|Belo Horizonte|Buritis|,Southeast,"-19.976994,-43.974663",126.0,"$215,315.48"
apartment,|Brasil|Minas Gerais|Belo Horizonte|Gutierrez|,Southeast,"-19.935455,-43.954124",170.0,"$483,679.71"
apartment,|Brasil|Minas Gerais|Belo Horizonte|Buritis|,Southeast,"-19.980564,-43.977825",99.0,"$115,459.02"
house,|Brasil|Minas Gerais|Belo Horizonte|Sagrada Família|,Southeast,"-19.898111,-43.924526",250.0,"$296,448.85"
apartment,|Brasil|Minas Gerais|Belo Horizonte|Buritis|,Southeast,"-19.979929,-43.975361",104.0,"$166,947.51"
apartment,|Brasil|Minas Gerais|Belo Horizonte|Sion|,Southeast,"-19.943756,-43.932953",160.0,"$216,875.74"
apartment,|Brasil|Minas Gerais|Uberlândia|,Southeast,"-18.925815,-48.239595",86.0,"$98,296.19"
apartment,|Brasil|Minas Gerais|Uberlândia|,Southeast,"-18.922676,-48.241627",88.0,"$106,097.48"
apartment,|Brasil|Minas Gerais|Belo Horizonte|São Pedro|,Southeast,"-19.950008,-43.938229",73.0,"$141,085.00"
apartment,|Brasil|Minas Gerais|Belo Horizonte|Serra|,Southeast,"-19.94077,-43.918482",124.0,"$230,824.43"
apartment,|Brasil|Minas Gerais|Belo Horizonte|Funcionários|,Southeast,,72.0,"$287,087.31"
apartment,|Brasil|Minas Gerais|Belo Horizonte|Buritis|,Southeast,"-19.973927,-43.96764",220.0,"$280,846.28"
apartment,|Brasil|Minas Gerais|Belo Horizonte|Buritis|,Southeast,"-19.973843,-43.969513",126.0,"$218,435.99"
house,|Brasil|Minas Gerais|Uberlândia|,Southeast,"-18.925421,-48.252471",210.0,"$234,038.56"
apartment,|Brasil|Minas Gerais|Belo Horizonte|Coração Eucarístico|,Southeast,"-19.92557,-43.98896",100.0,"$102,976.97"
apartment,|Brasil|Minas Gerais|Belo Horizonte|,Southeast,"-19.874514,-43.918346",55.0,"$90,494.91"
apartment,|Brasil|Minas Gerais|Belo Horizonte|Sion|,Southeast,,130.0,"$271,484.74"
house,|Brasil|Minas Gerais|Belo Horizonte|Planalto|,Southeast,"-19.829325,-43.954407",130.0,"$180,989.82"
apartment,|Brasil|Minas Gerais|Belo Horizonte|Sion|,Southeast,"-19.949953,-43.936035",109.0,"$249,641.14"
apartment,|Brasil|Minas Gerais|Belo Horizonte|Buritis|,Southeast,"-19.970627,-43.972694",80.0,"$136,678.52"
apartment,|Brasil|Minas Gerais|Belo Horizonte|Serra|,Southeast,"-19.953848,-43.912674",240.0,"$421,269.42"
apartment,|Brasil|Minas Gerais|Belo Horizonte|Floresta|,Southeast,,93.0,"$204,393.68"
apartment,|Brasil|Minas Gerais|Belo Horizonte|Buritis|,Southeast,,87.0,"$193,471.88"
apartment,|Brasil|Minas Gerais|Belo Horizonte|Sion|,Southeast,"-19.96529,-43.936523",60.0,"$88,934.65"
apartment,|Brasil|Minas Gerais|Belo Horizonte|Silveira|,Southeast,"-19.891529,-43.931755",78.0,"$134,182.11"
apartment,|Brasil|Minas Gerais|Belo Horizonte|Cidade Jardim|,Southeast,"-19.944471,-43.950581",125.0,"$171,628.28"
apartment,|Brasil|Minas Gerais|Belo Horizonte|Buritis|,Southeast,"-19.970627,-43.972694",226.0,"$312,051.42"
apartment,|Brasil|Minas Gerais|Belo Horizonte|Buritis|,Southeast,"-19.972963,-43.968342",65.0,"$138,862.88"
apartment,|Brasil|Minas Gerais|Belo Horizonte|Cidade Jardim|,Southeast,"-19.943445,-43.954422",86.0,"$162,266.74"
apartment,|Brasil|Minas Gerais|Uberlândia|,Southeast,,109.0,"$138,722.46"
apartment,|Brasil|Minas Gerais|Belo Horizonte|Buritis|,Southeast,"-19.961142,-43.965134",96.0,"$109,217.99"
apartment,|Brasil|Minas Gerais|Uberlândia|,Southeast,"-18.924001,-48.239111",67.0,"$83,005.67"
apartment,|Brasil|Minas Gerais|Juiz de Fora|,Southeast,"-21.780999,-43.358941",76.0,"$131,061.59"
apartment,|Brasil|Minas Gerais|Belo Horizonte|Castelo|,Southeast,"-19.881153,-44.001426",107.0,"$170,443.78"
apartment,|Brasil|Minas Gerais|Belo Horizonte|Serra|,Southeast,"-19.937017,-43.919189",96.0,"$109,217.99"
apartment,|Brasil|Minas Gerais|Belo Horizonte|Sion|,Southeast,"-19.946684,-43.932388",110.0,"$151,344.94"
apartment,|Brasil|Minas Gerais|Belo Horizonte|Lourdes|,Southeast,"-19.933792,-43.942642",90.0,"$399,425.82"
house,|Brasil|Minas Gerais|Belo Horizonte|Sagrada Família|,Southeast,"-19.903168,-43.923862",200.0,"$265,243.71"
apartment,|Brasil|Minas Gerais|Belo Horizonte|São Pedro|,Southeast,"-19.945929,-43.940456",129.0,"$190,351.36"
apartment,|Brasil|Minas Gerais|Belo Horizonte|Buritis|,Southeast,"-19.978537,-43.972641",110.0,"$216,875.74"
apartment,|Brasil|Minas Gerais|Belo Horizonte|Prado|,Southeast,"-19.925079,-43.96394",73.0,"$146,664.17"
apartment,|Brasil|Minas Gerais|Belo Horizonte|Planalto|,Southeast,"-19.823643,-43.947685",80.0,"$124,508.51"
apartment,|Brasil|Minas Gerais|Belo Horizonte|São Pedro|,Southeast,"-19.945335,-43.93647",222.0,"$280,846.28"
apartment,|Brasil|Minas Gerais|Belo Horizonte|Serra|,Southeast,"-19.939054,-43.919888",102.0,"$234,038.56"
apartment,|Brasil|Minas Gerais|Belo Horizonte|Anchieta|,Southeast,,70.0,"$140,423.14"
apartment,|Brasil|Minas Gerais|Belo Horizonte|Santo Agostinho|,Southeast,"-19.929045,-43.966324",175.0,"$514,884.85"
apartment,|Brasil|Minas Gerais|Belo Horizonte|Centro|,Southeast,"-19.923965,-43.939957",95.0,"$149,784.68"
apartment,|Brasil|Minas Gerais|Belo Horizonte|Castelo|,Southeast,"-19.883327,-44.001804",67.0,"$99,856.45"
apartment,|Brasil|Minas Gerais|Belo Horizonte|Cidade Jardim|,Southeast,"-19.946089,-43.953053",200.0,"$152,905.19"
apartment,|Brasil|Minas Gerais|Belo Horizonte|São Pedro|,Southeast,"-19.944771,-43.938751",130.0,"$118,579.54"
apartment,|Brasil|Minas Gerais|Uberlândia|,Southeast,"-18.924608,-48.2342",85.0,"$87,374.39"
apartment,|Brasil|Minas Gerais|Belo Horizonte|Sion|,Southeast,"-19.953047,-43.934128",130.0,"$371,341.19"
apartment,|Brasil|Minas Gerais|Belo Horizonte|Cidade Nova|,Southeast,"-19.892237,-43.927166",135.0,"$305,810.39"
apartment,|Brasil|Minas Gerais|Belo Horizonte|Belvedere|,Southeast,"-19.975822,-43.94265",75.0,"$202,833.42"
apartment,|Brasil|Minas Gerais|Belo Horizonte|Serra|,Southeast,"-19.941496,-43.922215",180.0,"$327,653.99"
apartment,|Brasil|Minas Gerais|Belo Horizonte|Centro|,Southeast,"-19.925545,-43.939018",100.0,"$140,423.14"
apartment,|Brasil|Minas Gerais|Belo Horizonte|Carlos Prates|,Southeast,"-19.915785,-43.959862",76.0,"$87,374.39"
apartment,|Brasil|Minas Gerais|Poços de Caldas|,Southeast,"-21.7827840824,-46.5515422069",88.0,"$126,254.65"
apartment,|Brasil|Minas Gerais|Poços de Caldas|,Southeast,"-21.7898244,-46.5972175",130.0,"$189,381.98"
house,|Brasil|Minas Gerais|Poços de Caldas|,Southeast,,193.0,"$198,851.08"
apartment,|Brasil|Minas Gerais|Belo Horizonte|,Southeast,"-19.965567,-43.950832",120.0,"$190,351.36"
apartment,|Brasil|Minas Gerais|Belo Horizonte|Buritis|,Southeast,"-19.972963,-43.968342",115.0,"$149,472.63"
apartment,|Brasil|Minas Gerais|Belo Horizonte|Jardim América|,Southeast,"-19.935959,-43.973824",55.0,"$81,133.37"
apartment,|Brasil|Minas Gerais|Belo Horizonte|Sion|,Southeast,"-19.952866,-43.930325",100.0,"$187,230.85"
apartment,|Brasil|Minas Gerais|Belo Horizonte|Buritis|,Southeast,"-19.972874,-43.971378",212.0,"$290,207.82"
apartment,|Brasil|Minas Gerais|Belo Horizonte|Sion|,Southeast,"-19.956665,-43.938538",100.0,"$118,579.54"
apartment,|Brasil|Minas Gerais|Belo Horizonte|Castelo|,Southeast,"-19.881573,-43.996576",81.0,"$124,820.57"
house,|Brasil|Minas Gerais|Nova Lima|Jardim Canadá|,Southeast,"-20.108986,-43.905514",179.0,"$215,315.48"
apartment,|Brasil|Minas Gerais|Belo Horizonte|,Southeast,"-19.866682,-44.002035",175.0,"$143,231.60"
apartment,|Brasil|Minas Gerais|Belo Horizonte|Buritis|,Southeast,"-19.968262,-43.968708",85.0,"$90,494.91"
apartment,|Brasil|Minas Gerais|Belo Horizonte|Centro|,Southeast,,64.0,"$165,387.25"
apartment,|Brasil|Minas Gerais|Belo Horizonte|,Southeast,"-19.907252,-43.938504",162.0,"$215,070.52"
apartment,|Brasil|Minas Gerais|Belo Horizonte|Sion|,Southeast,"-19.944925,-43.93055",103.0,"$255,882.16"
apartment,|Brasil|Minas Gerais|Belo Horizonte|Carlos Prates|,Southeast,"-19.910908,-43.960365",56.0,"$118,579.54"
apartment,|Brasil|Minas Gerais|Nova Lima|Vila da Serra|,Southeast,"-20.108986,-43.905514",78.0,"$168,507.77"
apartment,|Brasil|Minas Gerais|Belo Horizonte|,Southeast,"-19.899012,-43.976738",70.0,"$116,563.37"
apartment,|Brasil|Minas Gerais|Belo Horizonte|Buritis|,Southeast,"-19.968262,-43.968708",95.0,"$140,423.14"
apartment,|Brasil|Minas Gerais|Nova Lima|Vila da Serra|,Southeast,"-20.108986,-43.905514",58.0,"$171,628.28"
apartment,|Brasil|Minas Gerais|Belo Horizonte|São Lucas|,Southeast,"-19.925297,-43.916759",100.0,"$110,778.25"
apartment,|Brasil|Minas Gerais|Belo Horizonte|Ouro Preto|,Southeast,"-19.881006,-43.982876",107.0,"$234,038.56"
apartment,|Brasil|Minas Gerais|Belo Horizonte|,Southeast,"-19.937349,-43.972855",83.0,"$138,862.88"
apartment,|Brasil|Minas Gerais|Belo Horizonte|Funcionários|,Southeast,"-19.926346,-43.925022",70.0,"$229,357.79"
apartment,|Brasil|Minas Gerais|Belo Horizonte|,Southeast,"-19.939344,-43.947151",170.0,"$405,666.85"
apartment,|Brasil|Minas Gerais|Belo Horizonte|Nova Granada|,Southeast,,75.0,"$74,892.34"
apartment,|Brasil|Minas Gerais|Belo Horizonte|Floresta|,Southeast,"-19.992614,-44.027008",108.0,"$168,507.77"
apartment,|Brasil|Minas Gerais|Belo Horizonte|Santa Efigênia|,Southeast,"-19.919943,-43.914608",72.0,"$106,097.48"
apartment,|Brasil|Minas Gerais|Belo Horizonte|Havaí|,Southeast,"-19.952456,-43.977409",100.0,"$149,628.65"
apartment,|Brasil|Minas Gerais|Belo Horizonte|Serra|,Southeast,"-19.937017,-43.919189",80.0,"$109,217.99"
apartment,|Brasil|Minas Gerais|Belo Horizonte|,Southeast,,110.0,"$196,592.39"
house,|Brasil|Minas Gerais|Poços de Caldas|,Southeast,"-21.8056822,-46.5400198",220.0,"$126,254.65"
apartment,|Brasil|Minas Gerais|Belo Horizonte|,Southeast,"-19.950031,-43.944302",68.0,"$141,378.01"
apartment,|Brasil|Minas Gerais|Belo Horizonte|,Southeast,"-19.898521,-43.928757",124.0,"$162,266.74"
apartment,|Brasil|Minas Gerais|Belo Horizonte|Sagrada Família|,Southeast,"-19.899199,-43.922127",95.0,"$163,826.99"
apartment,|Brasil|Minas Gerais|Belo Horizonte|Buritis|,Southeast,"-19.971008,-43.968487",140.0,"$215,315.48"
apartment,|Brasil|Minas Gerais|Belo Horizonte|,Southeast,"-19.873972,-43.929592",95.0,"$174,436.74"
apartment,|Brasil|Minas Gerais|Belo Horizonte|Betânia|,Southeast,"-19.962202,-43.987785",62.0,"$107,657.74"
apartment,|Brasil|Minas Gerais|Belo Horizonte|Anchieta|,Southeast,"-19.950006,-43.928867",91.0,"$196,592.39"
apartment,|Brasil|Minas Gerais|Belo Horizonte|Cidade Jardim|,Southeast,"-19.949526,-43.958916",185.0,"$405,666.85"
apartment,|Brasil|Minas Gerais|Belo Horizonte|Dona Clara|,Southeast,"-19.856804,-43.957752",80.0,"$81,133.37"
apartment,|Brasil|Minas Gerais|Nova Lima|Vila da Serra|,Southeast,"-20.108986,-43.905514",82.0,"$265,243.71"
apartment,|Brasil|Minas Gerais|Belo Horizonte|Gutierrez|,Southeast,"-19.942211,-43.957344",105.0,"$296,400.17"
apartment,|Brasil|Minas Gerais|Belo Horizonte|Cidade Jardim|,Southeast,"-19.941638,-43.950281",150.0,"$240,279.59"
apartment,|Brasil|Minas Gerais|Belo Horizonte|Nova Granada|,Southeast,"-19.944712,-43.968533",78.0,"$112,338.51"
apartment,|Brasil|Minas Gerais|Belo Horizonte|,Southeast,"-19.874514,-43.918346",72.0,"$123,260.31"
house,|Brasil|Minas Gerais|Belo Horizonte|Floresta|,Southeast,"-19.905935,-43.930378",240.0,"$187,230.85"
apartment,|Brasil|Minas Gerais|Belo Horizonte|Luxemburgo|,Southeast,"-19.949297,-43.955235",75.0,"$81,133.37"
apartment,|Brasil|Minas Gerais|Belo Horizonte|Sion|,Southeast,"-19.956787,-43.937031",155.0,"$390,064.28"
apartment,|Brasil|Minas Gerais|Belo Horizonte|Cidade Jardim|,Southeast,"-19.943684,-43.951855",96.0,"$205,953.94"
apartment,|Brasil|Minas Gerais|Belo Horizonte|Buritis|,Southeast,"-19.976994,-43.974663",85.0,"$131,061.59"
apartment,|Brasil|Minas Gerais|Belo Horizonte|Cidade Nova|,Southeast,"-19.884495,-43.922958",92.0,"$165,387.25"
apartment,|Brasil|Minas Gerais|Juiz de Fora|,Southeast,"-21.763311,-43.345989",70.0,"$87,374.39"
apartment,|Brasil|Minas Gerais|Belo Horizonte|Cidade Jardim|,Southeast,"-19.95171,-43.949955",70.0,"$84,253.88"
apartment,|Brasil|Minas Gerais|Belo Horizonte|Lourdes|,Southeast,"-19.934652,-43.932949",86.0,"$131,061.59"
apartment,|Brasil|Minas Gerais|Belo Horizonte|,Southeast,"-19.872438,-43.929253",175.0,"$215,315.48"
apartment,|Brasil|Minas Gerais|Belo Horizonte|Buritis|,Southeast,"-19.978519,-43.977764",84.0,"$124,820.57"
house,|Brasil|Minas Gerais|Belo Horizonte|Santa Efigênia|,Southeast,"-19.924053,-43.909245",135.0,"$216,875.74"
apartment,|Brasil|Minas Gerais|Belo Horizonte|Silveira|,Southeast,,75.0,"$140,423.14"
apartment,|Brasil|Minas Gerais|Belo Horizonte|Sion|,Southeast,"-19.948816,-43.932976",150.0,"$265,243.71"
apartment,|Brasil|Minas Gerais|Belo Horizonte|Buritis|,Southeast,"-19.975847,-43.964451",85.0,"$93,615.42"
apartment,|Brasil|Minas Gerais|Belo Horizonte|Cidade Nova|,Southeast,"-19.88875,-43.924835",90.0,"$113,898.77"
apartment,|Brasil|Minas Gerais|Belo Horizonte|Serra|,Southeast,"-19.936322,-43.92146",90.0,"$125,132.62"
apartment,|Brasil|Minas Gerais|Belo Horizonte|Santo Agostinho|,Southeast,,138.0,"$499,282.28"
apartment,|Brasil|Minas Gerais|Belo Horizonte|Lourdes|,Southeast,"-19.930971,-43.94487",92.0,"$374,461.71"
apartment,|Brasil|Minas Gerais|Belo Horizonte|Gutierrez|,Southeast,"-19.930664,-43.958256",110.0,"$134,182.11"
apartment,|Brasil|Minas Gerais|Belo Horizonte|Serra|,Southeast,"-19.941496,-43.922215",100.0,"$184,110.34"
apartment,|Brasil|Minas Gerais|Belo Horizonte|Centro|,Southeast,"-19.925392,-43.940102",112.0,"$118,579.54"
apartment,|Brasil|Minas Gerais|Poços de Caldas|,Southeast,"-21.7868374,-46.5659867",67.0,"$104,160.09"
apartment,|Brasil|Minas Gerais|Belo Horizonte|Buritis|,Southeast,"-19.972874,-43.971378",110.0,"$171,628.28"
apartment,|Brasil|Minas Gerais|Belo Horizonte|,Southeast,"-19.881575,-43.93475",75.0,"$109,217.99"
apartment,|Brasil|Minas Gerais|Belo Horizonte|Anchieta|,Southeast,,90.0,"$187,230.85"
apartment,|Brasil|Minas Gerais|Belo Horizonte|,Southeast,"-19.941646,-43.946595",114.0,"$216,875.74"
apartment,|Brasil|Minas Gerais|Belo Horizonte|Buritis|,Southeast,"-19.972874,-43.971378",100.0,"$155,713.66"
apartment,|Brasil|Minas Gerais|Belo Horizonte|Anchieta|,Southeast,,158.0,"$299,569.36"
apartment,|Brasil|Minas Gerais|Belo Horizonte|Sion|,Southeast,"-19.953047,-43.934128",200.0,"$234,038.56"
apartment,|Brasil|Minas Gerais|Belo Horizonte|Sagrada Família|,Southeast,,96.0,"$132,621.85"
apartment,|Brasil|Minas Gerais|Juiz de Fora|,Southeast,"-21.774616,-43.355888",193.0,"$171,628.28"
apartment,|Brasil|Minas Gerais|Belo Horizonte|Buritis|,Southeast,"-19.961142,-43.965134",85.0,"$85,814.14"
apartment,|Brasil|Minas Gerais|Juiz de Fora|,Southeast,"-21.778227,-43.341662",204.0,"$374,461.71"
apartment,|Brasil|Minas Gerais|Belo Horizonte|Funcionários|,Southeast,"-19.934168,-43.935841",73.0,"$165,387.25"
apartment,|Brasil|Minas Gerais|Belo Horizonte|Funcionários|,Southeast,"-19.936179,-43.938218",125.0,"$277,725.76"
apartment,|Brasil|Minas Gerais|Belo Horizonte|Buritis|,Southeast,"-19.968262,-43.968708",130.0,"$180,989.82"
apartment,|Brasil|Minas Gerais|Uberlândia|,Southeast,"-18.933544,-48.288593",71.0,"$85,396.92"
apartment,|Brasil|Minas Gerais|Belo Horizonte|,Southeast,"-19.950227,-43.945264",68.0,"$171,628.28"
apartment,|Brasil|Minas Gerais|Belo Horizonte|Buritis|,Southeast,"-19.978519,-43.977764",85.0,"$152,905.19"
apartment,|Brasil|Minas Gerais|Belo Horizonte|Buritis|,Southeast,"-19.967459,-43.968666",105.0,"$120,139.79"
apartment,|Brasil|Minas Gerais|Belo Horizonte|,Southeast,"-19.876463,-43.93161",67.0,"$99,856.45"
apartment,|Brasil|Minas Gerais|Belo Horizonte|Sion|,Southeast,"-19.943756,-43.932953",60.0,"$145,103.91"
apartment,|Brasil|Minas Gerais|Belo Horizonte|São Bento|,Southeast,"-19.961124,-43.950031",220.0,"$374,461.71"
apartment,|Brasil|Minas Gerais|Belo Horizonte|Anchieta|,Southeast,"-19.952908,-43.928143",189.0,"$343,256.56"
apartment,|Brasil|Minas Gerais|Belo Horizonte|Barro Preto|,Southeast,,80.0,"$115,459.02"
apartment,|Brasil|Minas Gerais|Belo Horizonte|Funcionários|,Southeast,"-19.934652,-43.932949",68.0,"$249,641.14"
apartment,|Brasil|Minas Gerais|Uberlândia|,Southeast,,71.0,"$98,794.26"
apartment,|Brasil|Minas Gerais|Belo Horizonte|,Southeast,"-19.944452,-43.940056",140.0,"$212,194.96"
apartment,|Brasil|Minas Gerais|Belo Horizonte|Buritis|,Southeast,,115.0,"$177,869.31"
house,|Brasil|Minas Gerais|Belo Horizonte|,Southeast,"-19.83222,-43.99287",120.0,"$91,534.62"
apartment,|Brasil|Minas Gerais|Belo Horizonte|Silveira|,Southeast,"-19.891613,-43.930923",95.0,"$138,862.88"
apartment,|Brasil|Minas Gerais|Belo Horizonte|Funcionários|,Southeast,"-19.93622,-43.932266",118.0,"$377,582.22"
apartment,|Brasil|Minas Gerais|Poços de Caldas|,Southeast,"-21.8106788,-46.5437104",157.0,"$119,941.92"
apartment,|Brasil|Minas Gerais|Nova Lima|Vila da Serra|,Southeast,"-20.108986,-43.905514",92.0,"$202,833.42"
apartment,|Brasil|Minas Gerais|Uberlândia|,Southeast,"-18.918525,-48.278314",136.0,"$87,374.39"
apartment,|Brasil|Minas Gerais|Belo Horizonte|Serra|,Southeast,"-19.937283,-43.918285",97.0,"$290,207.82"
apartment,|Brasil|Minas Gerais|Belo Horizonte|,Southeast,"-19.948112,-43.943111",71.0,"$102,976.97"
apartment,|Brasil|Minas Gerais|Lagoa Santa|Centro|,Southeast,"-19.644535,-43.886421",110.0,"$162,266.74"
apartment,|Brasil|Minas Gerais|Belo Horizonte|,Southeast,,65.0,"$115,146.97"
apartment,|Brasil|Minas Gerais|Belo Horizonte|Gutierrez|,Southeast,"-19.947042,-43.960869",130.0,"$180,989.82"
apartment,|Brasil|Minas Gerais|Belo Horizonte|Castelo|,Southeast,"-19.881138,-43.999775",150.0,"$271,484.74"
apartment,|Brasil|Minas Gerais|Belo Horizonte|Padre Eustáquio|,Southeast,"-19.914993,-43.976551",100.0,"$209,074.45"
apartment,|Brasil|Minas Gerais|Belo Horizonte|Buritis|,Southeast,,93.0,"$96,735.94"
apartment,|Brasil|Minas Gerais|Belo Horizonte|,Southeast,"-19.943827,-43.947845",250.0,"$202,833.42"
apartment,|Brasil|Minas Gerais|Belo Horizonte|Sion|,Southeast,"-19.956665,-43.938538",120.0,"$280,846.28"
apartment,|Brasil|Minas Gerais|Belo Horizonte|,Southeast,"-19.898773,-43.931648",85.0,"$106,097.48"
apartment,|Brasil|Minas Gerais|Belo Horizonte|Serra|,Southeast,"-19.941496,-43.922215",72.0,"$106,097.48"
apartment,|Brasil|Minas Gerais|Belo Horizonte|Jaraguá|,Southeast,"-19.871164,-43.952421",90.0,"$105,036.51"
apartment,|Brasil|Minas Gerais|Belo Horizonte|Buritis|,Southeast,"-19.968262,-43.968708",61.0,"$137,302.62"
apartment,|Brasil|Minas Gerais|Belo Horizonte|Santa Efigênia|,Southeast,"-19.92643,-43.917072",105.0,"$224,677.02"
apartment,|Brasil|Minas Gerais|Belo Horizonte|Santa Lúcia|,Southeast,,110.0,"$115,459.02"
apartment,|Brasil|Minas Gerais|Belo Horizonte|Serra|,Southeast,"-19.941496,-43.922215",70.0,"$93,112.80"
apartment,|Brasil|Minas Gerais|Belo Horizonte|,Southeast,"-19.866816,-43.999341",78.0,"$110,778.25"
apartment,|Brasil|Minas Gerais|Belo Horizonte|Anchieta|,Southeast,"-19.950022,-43.926086",160.0,"$508,643.82"
apartment,|Brasil|Minas Gerais|Belo Horizonte|Luxemburgo|,Southeast,,113.0,"$234,038.56"
apartment,|Brasil|Minas Gerais|Belo Horizonte|Santa Lúcia|,Southeast,"-19.961124,-43.950031",220.0,"$374,461.71"
apartment,|Brasil|Minas Gerais|Poços de Caldas|,Southeast,"-21.8171038,-46.5475598",80.0,"$78,909.15"
apartment,|Brasil|Minas Gerais|Belo Horizonte|Sagrada Família|,Southeast,"-19.901963,-43.921723",168.0,"$191,911.62"
apartment,|Brasil|Minas Gerais|Belo Horizonte|Santo Agostinho|,Southeast,"-19.930347,-43.951336",65.0,"$180,989.82"
apartment,|Brasil|Minas Gerais|Belo Horizonte|Buritis|,Southeast,"-19.968262,-43.968708",105.0,"$171,628.28"
apartment,|Brasil|Minas Gerais|Belo Horizonte|Lourdes|,Southeast,"-19.933792,-43.942642",190.0,"$483,679.71"
apartment,|Brasil|Minas Gerais|Belo Horizonte|Centro|,Southeast,"-19.917288,-43.93536",100.0,"$102,976.97"
apartment,|Brasil|Minas Gerais|Belo Horizonte|,Southeast,"-19.911924,-44.000214",110.0,"$104,160.09"
apartment,|Brasil|Minas Gerais|Belo Horizonte|,Southeast,"-19.888004,-43.912674",75.0,"$98,296.19"
apartment,|Brasil|Minas Gerais|Belo Horizonte|Luxemburgo|,Southeast,,120.0,"$140,423.14"
apartment,|Brasil|Minas Gerais|Nova Lima|,Southeast,"-20.108986,-43.905514",153.0,"$405,666.85"
apartment,|Brasil|Minas Gerais|Belo Horizonte|,Southeast,"-19.86375,-43.945961",150.0,"$168,507.77"
apartment,|Brasil|Minas Gerais|Belo Horizonte|Funcionários|,Southeast,"-19.930492,-43.932098",96.0,"$410,878.11"
apartment,|Brasil|Minas Gerais|Uberlândia|,Southeast,"-18.926993,-48.24536",85.0,"$92,051.80"
apartment,|Brasil|Minas Gerais|Belo Horizonte|Funcionários|,Southeast,"-19.93516,-43.926449",150.0,"$499,282.28"
apartment,|Brasil|Minas Gerais|Belo Horizonte|Funcionários|,Southeast,"-19.934652,-43.932949",198.0,"$296,448.85"
apartment,|Brasil|Minas Gerais|Belo Horizonte|,Southeast,,66.0,"$143,543.65"
apartment,|Brasil|Minas Gerais|Belo Horizonte|Sion|,Southeast,,95.0,"$187,230.85"
apartment,|Brasil|Minas Gerais|Belo Horizonte|Buritis|,Southeast,"-19.97974,-43.974335",83.0,"$131,061.59"
apartment,|Brasil|Minas Gerais|Belo Horizonte|Sagrada Família|,Southeast,"-19.911543,-43.920158",85.0,"$171,628.28"
apartment,|Brasil|Minas Gerais|Belo Horizonte|Coração Eucarístico|,Southeast,"-19.912947,-43.984196",65.0,"$102,976.97"
house,|Brasil|Minas Gerais|Belo Horizonte|,Southeast,,90.0,"$85,221.89"
apartment,|Brasil|Minas Gerais|Belo Horizonte|Sion|,Southeast,"-19.958302,-43.937965",110.0,"$221,556.51"
apartment,|Brasil|Minas Gerais|Belo Horizonte|Grajaú|,Southeast,"-19.938474,-43.967608",140.0,"$169,755.97"
house,|Brasil|Minas Gerais|Belo Horizonte|,Southeast,"-19.938198,-43.946545",70.0,"$152,905.19"
house,|Brasil|Minas Gerais|Nova Lima|,Southeast,"-20.108986,-43.905514",249.0,"$234,038.56"
apartment,|Brasil|Minas Gerais|Belo Horizonte|Anchieta|,Southeast,"-19.947302,-43.923248",90.0,"$227,797.54"
apartment,|Brasil|Minas Gerais|Belo Horizonte|Serra|,Southeast,"-19.941496,-43.922215",150.0,"$240,279.59"
apartment,|Brasil|Minas Gerais|Belo Horizonte|Betânia|,Southeast,"-19.962202,-43.987785",92.0,"$131,061.59"
apartment,|Brasil|Minas Gerais|Belo Horizonte|Sagrada Família|,Southeast,"-19.90209,-43.920929",154.0,"$165,387.25"
apartment,|Brasil|Minas Gerais|Belo Horizonte|Funcionários|,Southeast,,104.0,"$234,038.56"
apartment,|Brasil|Minas Gerais|Belo Horizonte|Cruzeiro|,Southeast,"-19.943922,-43.92392",62.0,"$166,947.51"
apartment,|Brasil|Minas Gerais|Belo Horizonte|,Southeast,"-19.880623,-43.932102",65.0,"$87,374.39"
apartment,|Brasil|Minas Gerais|Belo Horizonte|Jardim América|,Southeast,"-19.938681,-43.974945",57.0,"$109,217.99"
apartment,|Brasil|Minas Gerais|Belo Horizonte|,Southeast,,57.0,"$110,917.43"
apartment,|Brasil|Minas Gerais|Belo Horizonte|Buritis|,Southeast,"-19.961142,-43.965134",105.0,"$254,108.78"
apartment,|Brasil|Minas Gerais|Belo Horizonte|São Pedro|,Southeast,"-19.945335,-43.93647",85.0,"$209,074.45"
apartment,|Brasil|Minas Gerais|Belo Horizonte|Buritis|,Southeast,"-19.976376,-43.969177",140.0,"$237,159.08"
apartment,|Brasil|Minas Gerais|Belo Horizonte|Serra|,Southeast,"-19.941496,-43.922215",105.0,"$330,774.51"
apartment,|Brasil|Minas Gerais|Belo Horizonte|,Southeast,"-20.108986,-43.905514",69.0,"$171,628.28"
apartment,|Brasil|Minas Gerais|Belo Horizonte|Sagrada Família|,Southeast,"-19.90077,-43.918301",70.0,"$99,856.45"
house,|Brasil|Minas Gerais|Belo Horizonte|,Southeast,"-19.932249,-43.96524",240.0,"$312,051.42"
apartment,|Brasil|Minas Gerais|Belo Horizonte|,Southeast,,180.0,"$196,592.39"
apartment,|Brasil|Minas Gerais|Belo Horizonte|Santa Lúcia|,Southeast,"-19.957218,-43.94804",120.0,"$156,025.71"
